customer_id,churn_flag,customer_segment,customer_age_months,satisfaction_score,engagement_level,support_tickets,support_interactions,returns_count,days_since_last_purchase,purchase_recency_group,customer_lifetime_value_usd,total_spend_usd,avg_order_value_usd,num_purchases,churn_reason,churn_revenue_impact_usd,customer_country
CUST-011020,0,Consumer,20,3,Medium,1,0,5,18,0-30 days,21517.56,20408.71,2915.53,7,Not Applicable,0.0,United Kingdom
CUST-035839,1,Consumer,24,3,Low,16,12,6,228,181-270 days,46986.53,41740.61,1346.47,31,Payment Problems,16696.244000000002,Saudi Arabia
CUST-040862,1,Premium,49,1,Low,2,4,7,37,31-60 days,52102.32,47225.74,1026.65,46,No Longer Need Service,18890.296,Spain
CUST-047893,0,Premium,16,5,Medium,17,7,3,2,0-30 days,46836.09,38476.47,1099.33,35,Not Applicable,0.0,Canada
CUST-019682,1,Consumer,52,4,High,14,9,9,71,61-90 days,29460.55,35038.19,796.32,44,Poor Customer Service,14015.276000000002,Brazil
CUST-041572,0,Small Business,31,1,Medium,7,3,8,81,61-90 days,8992.51,11003.23,239.2,46,Not Applicable,0.0,France
CUST-012814,0,Small Business,19,3,High,12,6,0,319,271-365 days,41180.62,32058.39,1282.34,25,Not Applicable,0.0,United Arab Emirates
CUST-030835,1,Consumer,31,2,High,17,15,7,143,91-180 days,18473.44,14931.57,426.62,35,Poor Customer Service,5972.628000000002,France
CUST-004430,0,Premium,10,3,Medium,10,6,5,30,0-30 days,30434.3,34184.57,1314.79,26,Not Applicable,0.0,Germany
CUST-045957,0,Consumer,19,4,Low,4,0,9,289,271-365 days,30097.63,27667.48,1729.22,16,Not Applicable,0.0,United Kingdom
CUST-021024,1,Premium,17,5,Medium,14,4,5,40,31-60 days,13234.15,16084.88,402.12,40,Found Alternative,6433.951999999998,Netherlands
CUST-025687,1,Premium,47,2,Low,14,16,6,18,0-30 days,12568.15,10300.77,396.18,26,Poor Customer Service,4120.308,Germany
CUST-042026,1,Consumer,48,5,Low,15,7,4,61,61-90 days,29795.64,26686.38,1334.32,20,Technical Issues,10674.552,Canada
CUST-023359,1,Consumer,9,5,Medium,12,10,6,69,61-90 days,12398.66,14970.93,311.89,48,Shipping Issues,5988.3719999999985,Japan
CUST-048658,1,Consumer,34,1,Medium,11,11,0,62,61-90 days,35414.26,44243.27,1923.62,23,Poor Product Quality,17697.308,Japan
CUST-040032,1,Premium,28,1,Low,3,1,5,237,181-270 days,3850.61,4421.27,340.1,13,Account Issues,1768.5080000000007,Saudi Arabia
CUST-035487,0,Premium,15,5,Medium,13,10,4,12,0-30 days,41361.73,46296.95,1006.46,46,Not Applicable,0.0,United Kingdom
CUST-019071,0,Small Business,29,3,High,19,16,0,284,271-365 days,114.56,141.06,3.13,45,Not Applicable,0.0,Brazil
CUST-026105,0,Small Business,2,3,Low,2,1,0,64,61-90 days,53536.27,48935.46,24467.73,2,Not Applicable,0.0,India
CUST-005753,0,Premium,53,2,Low,8,9,2,32,31-60 days,15596.65,13128.09,364.67,36,Not Applicable,0.0,Saudi Arabia
CUST-032934,0,Premium,39,3,High,17,18,2,74,61-90 days,39725.35,48467.59,16155.86,3,Not Applicable,0.0,Pakistan
CUST-007582,0,Small Business,50,4,Medium,12,14,0,56,31-60 days,32878.58,28225.98,3528.25,8,Not Applicable,0.0,France
CUST-035373,1,Consumer,25,1,High,3,7,6,37,31-60 days,44532.55,43589.84,8717.97,5,Shipping Issues,17435.935999999998,Japan
CUST-018411,1,Consumer,1,4,Low,9,3,9,30,0-30 days,16780.99,19615.96,560.46,35,No Longer Need Service,7846.384,United Kingdom
CUST-021475,1,Small Business,29,2,High,2,5,0,33,31-60 days,23174.05,23800.39,952.02,25,Poor Customer Service,9520.156,Saudi Arabia
CUST-004811,0,Consumer,20,2,High,1,3,7,62,61-90 days,15589.11,18351.86,2039.1,9,Not Applicable,0.0,Japan
CUST-000224,1,Small Business,21,1,Low,16,11,5,82,61-90 days,21644.63,22619.49,628.32,36,Too Expensive,9047.796,Germany
CUST-044666,0,Premium,14,3,Low,13,14,9,19,0-30 days,36407.04,40205.91,1546.38,26,Not Applicable,0.0,Pakistan
CUST-035636,0,Premium,44,4,High,19,8,1,85,61-90 days,11443.21,12311.46,373.07,33,Not Applicable,0.0,Germany
CUST-000978,0,Small Business,45,2,Medium,6,5,5,287,271-365 days,31541.14,26617.0,2419.73,11,Not Applicable,0.0,Pakistan
CUST-040348,0,Consumer,9,5,Low,3,7,4,30,0-30 days,48652.07,46595.0,1331.29,35,Not Applicable,0.0,Singapore
CUST-028061,0,Consumer,32,5,High,10,1,9,22,0-30 days,42691.51,37563.63,853.72,44,Not Applicable,0.0,Japan
CUST-044547,0,Enterprise,4,3,Medium,9,5,4,40,31-60 days,26120.88,21450.74,466.32,46,Not Applicable,0.0,United States
CUST-004146,0,Premium,17,3,Medium,6,8,7,18,0-30 days,41763.72,45757.76,22878.88,2,Not Applicable,0.0,Pakistan
CUST-003368,1,Consumer,43,1,Low,9,11,6,211,181-270 days,30868.6,25498.44,1416.58,18,Poor Product Quality,10199.376,United States
CUST-001431,0,Consumer,23,3,Medium,0,1,2,61,61-90 days,59755.27,49162.84,2587.52,19,Not Applicable,0.0,Singapore
CUST-003497,1,Enterprise,22,4,High,19,23,3,314,271-365 days,8384.38,9223.63,512.42,18,Unhappy with Return Policy,3689.452,Saudi Arabia
CUST-037583,0,Small Business,25,4,Medium,8,4,3,73,61-90 days,40524.67,46253.16,2890.82,16,Not Applicable,0.0,Japan
CUST-048259,1,Consumer,30,3,Low,5,5,6,287,271-365 days,24364.4,29639.24,1411.39,21,Poor Product Quality,11855.696000000002,Germany
CUST-011237,0,Small Business,23,5,Low,10,12,5,233,181-270 days,60527.73,49576.01,1304.63,38,Not Applicable,0.0,Pakistan
CUST-042381,0,Consumer,24,4,Medium,15,19,6,72,61-90 days,57848.97,49607.22,1459.04,34,Not Applicable,0.0,France
CUST-029745,1,Consumer,51,2,Low,11,9,6,26,0-30 days,4527.93,3641.91,130.07,28,Found Alternative,1456.764,Pakistan
CUST-048377,0,Enterprise,11,1,Medium,5,0,2,239,181-270 days,3597.47,4376.14,312.58,14,Not Applicable,0.0,United Arab Emirates
CUST-042265,1,Consumer,25,2,Low,3,2,4,199,181-270 days,19483.37,22753.97,910.16,25,Poor Customer Service,9101.588000000002,Spain
CUST-015779,0,Premium,36,2,High,11,13,3,41,31-60 days,7443.19,7803.66,1560.73,5,Not Applicable,0.0,Italy
CUST-002391,1,Consumer,32,1,High,14,12,1,56,31-60 days,41443.12,39754.32,1529.01,26,Poor Customer Service,15901.728000000001,Pakistan
CUST-041953,0,Small Business,26,4,Medium,4,2,5,20,0-30 days,53406.44,44229.7,1053.09,42,Not Applicable,0.0,Canada
CUST-026305,1,Consumer,57,5,High,12,2,9,34,31-60 days,34973.99,32204.49,3578.28,9,Technical Issues,12881.796000000002,Australia
CUST-040200,0,Small Business,45,5,Medium,7,10,2,22,0-30 days,40145.99,46366.11,3311.87,14,Not Applicable,0.0,Canada
CUST-049966,0,Premium,55,5,Low,5,6,3,340,271-365 days,44551.43,37360.43,2075.58,18,Not Applicable,0.0,Germany
CUST-035849,0,Small Business,38,4,Medium,3,2,6,15,0-30 days,74.94,73.92,1.9,39,Not Applicable,0.0,Mexico
CUST-009940,1,Consumer,4,4,Medium,19,16,0,8,0-30 days,31563.49,25360.22,818.07,31,Technical Issues,10144.088000000002,Mexico
CUST-023550,1,Small Business,31,2,Medium,14,15,5,76,61-90 days,28573.71,30495.03,1172.89,26,Low Product Variety,12198.012,India
CUST-038752,0,Consumer,23,2,High,11,0,9,87,61-90 days,43552.93,34983.28,920.61,38,Not Applicable,0.0,Saudi Arabia
CUST-019277,0,Premium,56,1,Medium,19,12,0,141,91-180 days,49385.2,41954.98,1271.36,33,Not Applicable,0.0,United States
CUST-013608,1,Consumer,15,1,Medium,4,6,7,1,0-30 days,1334.4,1503.84,250.64,6,Too Expensive,601.536,Canada
CUST-048968,1,Premium,41,3,Medium,8,4,2,111,91-180 days,20248.95,16389.96,442.97,37,Technical Issues,6555.984,Australia
CUST-039978,1,Small Business,55,2,High,16,3,6,175,91-180 days,25075.51,26649.71,987.03,27,No Longer Need Service,10659.883999999998,France
CUST-002067,0,Premium,33,5,Medium,4,5,6,146,91-180 days,2658.09,2341.37,80.74,29,Not Applicable,0.0,Italy
CUST-007536,1,Small Business,53,1,High,1,4,7,65,61-90 days,1011.07,931.09,25.86,36,Too Expensive,372.436,Australia
CUST-046178,0,Premium,2,2,Medium,6,0,4,75,61-90 days,5823.98,5979.53,135.9,44,Not Applicable,0.0,Saudi Arabia
CUST-031428,1,Premium,49,4,High,15,9,8,59,31-60 days,7940.22,9861.25,1408.75,7,Poor Product Quality,3944.5,United States
CUST-027884,0,Consumer,41,5,Medium,18,20,1,37,31-60 days,11708.67,11880.57,297.01,40,Not Applicable,0.0,Netherlands
CUST-036343,1,Premium,52,5,Low,11,10,8,88,61-90 days,49005.37,43385.5,1399.53,31,Poor Customer Service,17354.2,Saudi Arabia
CUST-003876,0,Premium,2,1,Low,4,1,5,11,0-30 days,9047.51,10377.26,610.43,17,Not Applicable,0.0,France
CUST-005902,1,Consumer,24,5,High,13,7,4,74,61-90 days,24148.94,23730.25,2966.28,8,Shipping Issues,9492.1,United Arab Emirates
CUST-029445,0,Consumer,51,5,Medium,1,3,7,37,31-60 days,11593.99,10406.71,452.47,23,Not Applicable,0.0,Saudi Arabia
CUST-008505,0,Enterprise,13,3,Low,5,3,2,88,61-90 days,38669.1,38100.26,886.05,43,Not Applicable,0.0,United States
CUST-002754,0,Consumer,55,3,Medium,19,5,8,157,91-180 days,23362.69,25236.36,548.62,46,Not Applicable,0.0,Mexico
CUST-029802,0,Consumer,24,3,High,3,5,5,52,31-60 days,686.09,712.31,15.48,46,Not Applicable,0.0,Spain
CUST-016156,0,Enterprise,29,5,Medium,16,19,1,30,0-30 days,46545.22,36862.29,4607.79,8,Not Applicable,0.0,Singapore
CUST-031055,1,Consumer,30,1,Medium,12,4,1,51,31-60 days,30163.28,25951.93,5190.39,5,Poor Customer Service,10380.772,Brazil
CUST-025075,1,Small Business,35,4,Medium,12,3,3,307,271-365 days,33282.8,33699.32,1872.18,18,Poor Product Quality,13479.728000000001,Singapore
CUST-040832,0,Premium,37,3,High,2,4,3,82,61-90 days,28251.67,33383.05,725.72,46,Not Applicable,0.0,Japan
CUST-022791,0,Consumer,25,4,Medium,16,20,2,36,31-60 days,39784.41,43847.67,1289.64,34,Not Applicable,0.0,Canada
CUST-038412,0,Consumer,1,2,Medium,9,10,2,198,181-270 days,17545.28,20330.76,883.95,23,Not Applicable,0.0,Canada
CUST-031457,0,Consumer,13,4,Medium,2,6,9,131,91-180 days,44368.24,47878.14,3419.87,14,Not Applicable,0.0,Italy
CUST-040235,1,Consumer,15,2,Medium,4,8,7,27,0-30 days,17883.43,16347.31,1257.49,13,Unhappy with Return Policy,6538.924,Brazil
CUST-031516,0,Enterprise,24,4,High,5,6,7,23,0-30 days,10082.94,10363.11,1727.19,6,Not Applicable,0.0,Brazil
CUST-025564,1,Small Business,48,2,Medium,18,9,5,357,271-365 days,1919.6,1639.1,204.89,8,Poor Customer Service,655.64,United Arab Emirates
CUST-011970,0,Small Business,32,1,Low,9,0,7,197,181-270 days,46290.68,44217.19,2210.86,20,Not Applicable,0.0,Brazil
CUST-043447,0,Consumer,56,5,High,16,19,3,42,31-60 days,9726.3,7525.77,175.02,43,Not Applicable,0.0,United Kingdom
CUST-033308,1,Consumer,17,1,Medium,18,5,0,86,61-90 days,45163.57,38408.6,9602.15,4,Technical Issues,15363.44,Mexico
CUST-017499,0,Small Business,39,4,Low,7,0,1,334,271-365 days,51701.44,48188.66,3212.58,15,Not Applicable,0.0,Pakistan
CUST-028302,1,Premium,34,4,High,19,21,9,115,91-180 days,8449.55,6651.42,332.57,20,Found Alternative,2660.568,Singapore
CUST-006644,0,Small Business,41,5,High,6,6,9,33,31-60 days,42934.37,41529.45,943.85,44,Not Applicable,0.0,United Kingdom
CUST-028571,1,Consumer,49,1,Low,11,10,6,32,31-60 days,2986.26,3462.95,692.59,5,Better Price Elsewhere,1385.18,Brazil
CUST-013723,0,Premium,38,3,Medium,19,20,2,345,271-365 days,38780.22,36202.42,841.92,43,Not Applicable,0.0,Mexico
CUST-038413,1,Premium,5,2,Low,18,1,2,65,61-90 days,37824.61,38045.83,1028.27,37,Poor Customer Service,15218.332000000002,Saudi Arabia
CUST-037775,1,Consumer,14,4,Low,2,6,2,80,61-90 days,26007.34,31999.68,1454.53,22,Found Alternative,12799.872,Pakistan
CUST-019324,1,Consumer,40,1,Low,0,4,7,165,91-180 days,26132.69,31778.01,1381.65,23,Poor Customer Service,12711.204,United Arab Emirates
CUST-032370,0,Premium,55,2,Medium,6,0,1,60,31-60 days,16709.48,18380.86,483.71,38,Not Applicable,0.0,Netherlands
CUST-007032,1,Consumer,31,3,Low,8,12,7,2,0-30 days,1530.8,1251.57,37.93,33,Poor Product Quality,500.628,Mexico
CUST-045654,1,Small Business,4,1,High,7,6,1,46,31-60 days,4914.54,5903.33,196.78,30,Better Price Elsewhere,2361.332000000001,United Kingdom
CUST-030763,0,Consumer,23,5,Medium,11,14,2,33,31-60 days,28026.64,26390.2,676.67,39,Not Applicable,0.0,Germany
CUST-015117,0,Consumer,33,3,Medium,4,4,5,52,31-60 days,41823.25,36701.4,9175.35,4,Not Applicable,0.0,Australia
CUST-034067,1,Enterprise,17,3,Low,13,2,2,166,91-180 days,22859.19,22188.66,2017.15,11,Shipping Issues,8875.464,Germany
CUST-003131,0,Small Business,51,4,Low,2,6,7,32,31-60 days,59394.89,49534.04,1238.35,40,Not Applicable,0.0,United Arab Emirates
CUST-012576,1,Small Business,12,5,Medium,19,3,0,13,0-30 days,26622.4,25278.65,1330.46,19,Technical Issues,10111.46,Canada
CUST-017296,1,Premium,14,4,Low,9,11,7,66,61-90 days,14026.93,12065.87,280.6,43,Too Expensive,4826.348000000001,Brazil
CUST-034439,0,Premium,33,1,Medium,7,9,1,21,0-30 days,7863.37,9415.05,313.83,30,Not Applicable,0.0,Singapore
CUST-010101,1,Consumer,19,3,High,7,2,0,8,0-30 days,52612.36,41546.34,0.0,0,Poor Customer Service,16618.536,Pakistan
CUST-025435,0,Premium,11,3,Medium,4,8,7,317,271-365 days,20726.02,22140.07,553.5,40,Not Applicable,0.0,United Kingdom
CUST-043975,1,Consumer,25,1,High,3,5,6,18,0-30 days,42031.93,48661.57,12165.39,4,Poor Customer Service,19464.628,India
CUST-004659,1,Small Business,28,1,High,13,1,5,1,0-30 days,20483.51,23701.35,1128.64,21,Payment Problems,9480.54,Spain
CUST-010420,0,Consumer,47,5,Medium,9,6,3,65,61-90 days,8496.41,9148.96,9148.96,1,Not Applicable,0.0,Singapore
CUST-020882,1,Consumer,5,5,Medium,19,14,1,45,31-60 days,15544.31,16097.27,335.36,48,Shipping Issues,6438.908,Germany
CUST-028058,1,Enterprise,38,1,Low,1,2,9,182,181-270 days,12578.54,11774.9,981.24,12,Better Price Elsewhere,4709.96,France
CUST-019974,1,Consumer,50,5,Low,13,11,5,206,181-270 days,12536.2,15607.09,410.71,38,Poor Customer Service,6242.835999999998,United Arab Emirates
CUST-011639,1,Consumer,11,1,Low,2,2,6,9,0-30 days,42413.31,47049.98,1176.25,40,Payment Problems,18819.992,Singapore
CUST-002547,1,Premium,45,4,Low,19,12,5,2,0-30 days,24328.47,24020.21,1091.83,22,Poor Customer Service,9608.084,Italy
CUST-038803,1,Small Business,38,2,High,17,16,4,8,0-30 days,23187.4,19058.93,405.51,47,Better Price Elsewhere,7623.571999999999,Canada
CUST-006969,1,Consumer,42,4,Medium,4,1,7,343,271-365 days,47262.45,36783.87,0.0,0,Low Product Variety,14713.548000000004,Pakistan
CUST-004876,1,Premium,37,3,High,8,10,9,130,91-180 days,49327.51,38955.25,1391.26,28,Poor Product Quality,15582.1,United Kingdom
CUST-043378,0,Consumer,31,3,High,7,2,9,29,0-30 days,15820.38,14280.49,492.43,29,Not Applicable,0.0,Japan
CUST-046401,0,Consumer,57,1,Low,6,6,1,21,0-30 days,2169.44,2471.94,494.39,5,Not Applicable,0.0,Mexico
CUST-034564,1,Small Business,44,1,Low,13,3,1,86,61-90 days,46418.43,43513.07,1977.87,22,Poor Customer Service,17405.228,United States
CUST-020397,0,Premium,42,4,Medium,11,6,2,73,61-90 days,27041.87,32709.56,1127.92,29,Not Applicable,0.0,United States
CUST-037245,1,Consumer,29,4,High,18,4,0,260,181-270 days,39712.02,34023.19,2001.36,17,Payment Problems,13609.276000000002,Australia
CUST-049300,0,Small Business,40,3,Medium,6,3,8,55,31-60 days,17942.59,22277.93,586.26,38,Not Applicable,0.0,Australia
CUST-003103,0,Premium,1,5,Low,8,5,4,20,0-30 days,14256.75,12130.17,505.42,24,Not Applicable,0.0,Mexico
CUST-019256,1,Premium,38,3,Medium,15,9,9,64,61-90 days,19498.83,23027.66,822.42,28,Technical Issues,9211.064,Australia
CUST-007994,1,Small Business,18,3,Low,16,8,8,321,271-365 days,21332.67,16927.07,5642.36,3,Technical Issues,6770.828,India
CUST-015288,1,Enterprise,50,2,Medium,3,3,7,28,0-30 days,7734.87,7951.6,318.06,25,Poor Product Quality,3180.6400000000012,Netherlands
CUST-009951,0,Premium,3,3,High,15,5,3,80,61-90 days,8110.52,6789.46,339.47,20,Not Applicable,0.0,Italy
CUST-010674,1,Consumer,37,3,Medium,13,11,8,346,271-365 days,45542.92,35412.51,1475.52,24,No Longer Need Service,14165.004,United Arab Emirates
CUST-010920,1,Small Business,49,4,Medium,12,1,5,5,0-30 days,43552.15,39471.87,2192.88,18,Poor Product Quality,15788.748,United States
CUST-031215,0,Small Business,11,2,High,9,9,0,6,0-30 days,12440.39,11555.81,888.91,13,Not Applicable,0.0,Brazil
CUST-015615,0,Consumer,14,4,High,6,2,9,175,91-180 days,48045.2,47817.73,1112.04,43,Not Applicable,0.0,United Kingdom
CUST-003534,1,Small Business,24,1,Medium,19,10,1,77,61-90 days,17789.39,13963.0,340.56,41,No Longer Need Service,5585.200000000003,Pakistan
CUST-017567,1,Consumer,13,4,High,2,1,3,79,61-90 days,30268.86,35309.54,905.37,39,Other,14123.816,Singapore
CUST-042381,1,Consumer,24,4,Medium,15,17,6,72,61-90 days,57848.97,49607.22,1459.04,34,Found Alternative,19842.888000000006,France
CUST-034474,0,Premium,50,5,Low,14,1,9,21,0-30 days,8409.41,7798.86,866.54,9,Not Applicable,0.0,Italy
CUST-037603,0,Consumer,5,5,Medium,3,6,8,56,31-60 days,60343.89,48323.24,2416.16,20,Not Applicable,0.0,Pakistan
CUST-002682,1,Premium,27,3,Low,0,1,5,64,61-90 days,14357.57,15161.57,1010.77,15,Too Expensive,6064.628000000002,Saudi Arabia
CUST-028027,0,Consumer,24,5,Medium,16,0,1,355,271-365 days,28146.13,33469.19,3042.65,11,Not Applicable,0.0,United Arab Emirates
CUST-044646,0,Consumer,30,4,High,6,3,5,62,61-90 days,39376.48,32688.62,883.48,37,Not Applicable,0.0,Singapore
CUST-017918,0,Consumer,38,2,Medium,4,0,0,249,181-270 days,803.69,731.58,81.29,9,Not Applicable,0.0,Germany
CUST-010034,1,Premium,26,2,Medium,5,3,6,80,61-90 days,51251.57,48920.96,1019.19,48,Poor Product Quality,19568.384,Singapore
CUST-030453,1,Consumer,15,1,Low,6,4,9,84,61-90 days,728.96,655.61,16.81,39,Low Product Variety,262.244,Brazil
CUST-034223,0,Enterprise,7,1,High,1,3,4,37,31-60 days,16971.51,15860.09,428.65,37,Not Applicable,0.0,Australia
CUST-049086,1,Consumer,31,2,Low,11,2,2,31,31-60 days,43910.76,46759.3,1508.36,31,Poor Product Quality,18703.72,United States
CUST-010699,0,Small Business,1,2,Medium,6,0,3,170,91-180 days,2955.65,2830.95,74.5,38,Not Applicable,0.0,Brazil
CUST-001457,0,Premium,55,3,Medium,13,6,6,245,181-270 days,42015.27,39278.4,1091.07,36,Not Applicable,0.0,Singapore
CUST-041361,0,Enterprise,47,3,Medium,5,2,8,224,181-270 days,6770.17,6774.12,144.13,47,Not Applicable,0.0,Mexico
CUST-042874,0,Premium,41,1,High,10,9,6,77,61-90 days,1052.67,1117.29,79.81,14,Not Applicable,0.0,Netherlands
CUST-049379,1,Small Business,26,2,Low,15,3,6,47,31-60 days,22141.65,23607.19,1686.23,14,No Longer Need Service,9442.876,Japan
CUST-024321,0,Enterprise,18,5,Medium,3,5,5,26,0-30 days,43261.56,43127.35,2536.9,17,Not Applicable,0.0,Japan
CUST-036960,0,Small Business,50,4,Low,8,9,2,26,0-30 days,7243.91,6374.73,182.14,35,Not Applicable,0.0,Singapore
CUST-012230,1,Small Business,4,1,High,8,6,2,19,0-30 days,39866.5,43356.03,1083.9,40,Too Expensive,17342.412,France
CUST-048296,1,Enterprise,2,4,Medium,5,3,8,260,181-270 days,26170.47,29767.58,1984.51,15,Slow Delivery,11907.032,Spain
CUST-031673,0,Small Business,26,4,High,6,8,4,6,0-30 days,17526.92,15219.18,3804.8,4,Not Applicable,0.0,Mexico
CUST-030053,0,Premium,15,2,High,16,3,0,305,271-365 days,53351.21,42745.86,2514.46,17,Not Applicable,0.0,United Arab Emirates
CUST-014792,1,Consumer,45,1,Low,15,18,8,89,61-90 days,46704.09,46155.26,1153.88,40,Too Expensive,18462.104000000007,India
CUST-016097,0,Premium,57,5,Low,12,8,0,31,31-60 days,41684.93,41297.97,1651.92,25,Not Applicable,0.0,Singapore
CUST-010964,1,Small Business,19,3,Low,2,1,6,316,271-365 days,23046.88,27629.89,1726.87,16,Poor Product Quality,11051.956,Canada
CUST-048755,1,Small Business,31,2,High,4,6,5,211,181-270 days,2748.38,3103.09,387.89,8,Account Issues,1241.236,Brazil
CUST-018675,0,Premium,59,2,Medium,18,19,1,4,0-30 days,13962.25,11884.13,475.37,25,Not Applicable,0.0,France
CUST-035017,0,Premium,38,4,Medium,9,11,5,293,271-365 days,22495.72,23009.46,1769.96,13,Not Applicable,0.0,United States
CUST-028112,0,Consumer,26,5,High,2,4,3,73,61-90 days,17190.96,21144.62,1409.64,15,Not Applicable,0.0,Netherlands
CUST-005543,0,Small Business,50,4,Medium,9,8,3,71,61-90 days,27421.0,23872.05,918.16,26,Not Applicable,0.0,Brazil
CUST-035863,0,Consumer,19,3,Low,9,13,3,41,31-60 days,41547.03,34650.85,3850.09,9,Not Applicable,0.0,Saudi Arabia
CUST-045241,0,Enterprise,56,2,High,17,9,7,335,271-365 days,46336.4,46198.62,5133.18,9,Not Applicable,0.0,Saudi Arabia
CUST-006857,0,Enterprise,50,5,Low,11,9,7,83,61-90 days,39178.27,40270.74,4474.53,9,Not Applicable,0.0,Germany
CUST-016209,1,Small Business,5,2,High,0,0,1,26,0-30 days,43764.04,49486.71,4498.79,11,Better Price Elsewhere,19794.684,Netherlands
CUST-048891,0,Consumer,55,5,Medium,9,8,9,79,61-90 days,12330.75,12137.15,275.84,44,Not Applicable,0.0,Saudi Arabia
CUST-006588,1,Small Business,58,2,Medium,2,4,5,1,0-30 days,11682.45,9995.62,333.19,30,Too Expensive,3998.2480000000014,United Kingdom
CUST-006193,1,Consumer,38,3,Low,15,13,0,74,61-90 days,52275.58,48079.26,1201.98,40,Payment Problems,19231.704,Spain
CUST-023638,0,Consumer,39,4,Medium,2,3,8,72,61-90 days,44056.35,36429.39,775.09,47,Not Applicable,0.0,France
CUST-012852,1,Consumer,7,5,Low,18,16,2,10,0-30 days,28638.33,22338.76,638.25,35,Account Issues,8935.503999999999,Japan
CUST-041415,1,Consumer,25,5,High,2,3,7,1,0-30 days,31447.92,26827.69,725.07,37,Poor Product Quality,10731.076000000001,Saudi Arabia
CUST-026909,1,Small Business,8,4,Medium,17,8,3,211,181-270 days,25809.39,22564.39,2256.44,10,Too Expensive,9025.756,United Arab Emirates
CUST-048170,1,Small Business,13,2,Low,9,5,2,33,31-60 days,10779.07,10395.61,335.34,31,Technical Issues,4158.2440000000015,Canada
CUST-047855,0,Premium,24,3,Low,8,9,2,20,0-30 days,41456.43,47532.73,1131.73,42,Not Applicable,0.0,United Arab Emirates
CUST-002980,0,Premium,25,3,Low,5,5,4,62,61-90 days,21976.52,21256.58,1012.22,21,Not Applicable,0.0,United Arab Emirates
CUST-037717,1,Enterprise,14,1,Medium,0,4,9,15,0-30 days,10255.04,10924.44,3641.48,3,Too Expensive,4369.776000000002,Germany
CUST-040866,0,Premium,18,5,Low,17,8,2,21,0-30 days,37734.04,36756.14,7351.23,5,Not Applicable,0.0,India
CUST-034050,0,Premium,4,3,High,6,3,0,4,0-30 days,10686.89,13124.48,772.03,17,Not Applicable,0.0,Brazil
CUST-043291,0,Small Business,9,4,Medium,12,10,5,72,61-90 days,31794.54,32425.2,810.63,40,Not Applicable,0.0,Mexico
CUST-049479,0,Consumer,44,1,Medium,19,10,7,31,31-60 days,29120.87,23030.1,767.67,30,Not Applicable,0.0,France
